transaction_id,date,timestamp,account_id,fi_type,direction,mode,amount,narration,balance_after,category,sub_category,is_income,is_obligation,is_discretionary,is_recurring
TXN_AARAV_20250806_0236,2025-08-06,2025-08-06T12:03:03+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,FT,10000.00,NACH/DE/SIP MUTUAL FUND/HDFC BLUECHIP FUND/AUG25,119537.60,sip,mutual_fund_sip,False,True,False,True
TXN_AARAV_20250806_0237,2025-08-06,2025-08-06T12:15:54+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,446.00,UPI/DE/ZOMATO/Bangalore lunch,119091.60,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250806_0238,2025-08-06,2025-08-06T19:20:48+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,737.00,UPI/DE/AMAZON/Bangalore household,118354.60,household,household_items,False,False,True,False
TXN_AARAV_20250806_0239,2025-08-06,2025-08-06T19:20:58+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,630.00,UPI/DE/ZOMATO/Bangalore dinner order,117724.60,food_delivery,dinner,False,False,True,False
TXN_AARAV_20250806_0240,2025-08-06,2025-08-06T22:42:19+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,368.00,UPI/DE/SWIGGY/late night food,117356.60,food_delivery,late_night_food,False,False,True,False
TXN_AARAV_20250807_0241,2025-08-07,2025-08-07T10:10:09+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,129.00,UPI/DE/THIRD WAVE COFFEE/Bangalore coffee,117227.60,coffee,morning_coffee,False,False,True,False
TXN_AARAV_20250807_0242,2025-08-07,2025-08-07T14:47:06+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,355.00,UPI/DE/OFFICE CANTEEN/Bangalore lunch,116872.60,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250808_0243,2025-08-08,2025-08-08T09:20:28+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,30.00,CARD/DE/BMRCL METRO/Bangalore fare,116842.60,commute,metro,False,False,False,False
TXN_AARAV_20250808_0244,2025-08-08,2025-08-08T14:53:42+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,444.00,UPI/DE/ZOMATO/Bangalore lunch,116398.60,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250808_0245,2025-08-08,2025-08-08T20:28:27+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,1828.50,CARD/DE/ARBOR BREWING/Bangalore dining,114570.10,eating_out,friday_social,False,False,True,False
TXN_AARAV_20250809_0246,2025-08-09,2025-08-09T12:31:48+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,1455.90,UPI/DE/DMART/Bangalore grocery,113114.20,groceries,weekly_grocery,False,False,False,True
TXN_AARAV_20250809_0247,2025-08-09,2025-08-09T17:05:23+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,416.00,UPI/DE/STARBUCKS/Indiranagar coffee,112698.20,coffee,weekend_coffee,False,False,True,False
TXN_AARAV_20250809_0248,2025-08-09,2025-08-09T21:29:48+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,2124.05,CARD/DE/EMPIRE RESTAURANT/Bangalore dining,110574.15,eating_out,weekend_dining,False,False,True,False
TXN_AARAV_20250810_0249,2025-08-10,2025-08-10T12:26:35+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,FT,5000.00,NACH/DE/SIP MUTUAL FUND/AXIS MIDCAP FUND/AUG25,105574.15,sip,mutual_fund_sip,False,True,False,True
TXN_AARAV_20250810_0250,2025-08-10,2025-08-10T14:44:47+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,488.00,UPI/DE/ZOMATO/Bangalore lunch order,105086.15,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250810_0251,2025-08-10,2025-08-10T17:23:57+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,1052.00,UPI/DE/MORE SUPERMARKET/Bangalore grocery,104034.15,groceries,grocery_topup,False,False,False,True
TXN_AARAV_20250811_0252,2025-08-11,2025-08-11T10:06:13+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,209.00,UPI/DE/CAFE COFFEE DAY/Bangalore coffee,103825.15,coffee,morning_coffee,False,False,True,False
TXN_AARAV_20250812_0253,2025-08-12,2025-08-12T03:40:16+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,649.00,CARD/DE/RECURRING/NETFLIX/SUBSCRIPTION,103176.15,subscription,netflix,False,True,False,True
TXN_AARAV_20250812_0254,2025-08-12,2025-08-12T11:09:50+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,1355.00,UPI/DE/BESCOM/ELECTRICITY BILL/AUG25,101821.15,utility,electricity,False,True,False,True
TXN_AARAV_20250812_0255,2025-08-12,2025-08-12T12:21:16+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,427.00,UPI/DE/OFFICE CANTEEN/Bangalore lunch,101394.15,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250812_0256,2025-08-12,2025-08-12T19:34:13+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,367.00,UPI/DE/SWIGGY/Bangalore dinner order,101027.15,food_delivery,dinner,False,False,True,False
TXN_AARAV_20250813_0257,2025-08-13,2025-08-13T14:06:41+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,229.00,UPI/DE/ZOMATO/Bangalore lunch,100798.15,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250814_0258,2025-08-14,2025-08-14T02:57:33+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,119.00,CARD/DE/RECURRING/SPOTIFY/SUBSCRIPTION,100679.15,subscription,spotify,False,True,False,True
TXN_AARAV_20250814_0259,2025-08-14,2025-08-14T03:25:14+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,75.00,CARD/DE/RECURRING/ICLOUD/SUBSCRIPTION,100604.15,subscription,icloud,False,True,False,True
TXN_AARAV_20250814_0260,2025-08-14,2025-08-14T09:21:23+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,72.00,CARD/DE/BMRCL METRO/Bangalore fare,100532.15,commute,metro,False,False,False,False
TXN_AARAV_20250814_0261,2025-08-14,2025-08-14T13:54:24+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,448.00,UPI/DE/OFFICE CANTEEN/Bangalore lunch,100084.15,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250814_0262,2025-08-14,2025-08-14T20:39:29+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,635.00,UPI/DE/ZOMATO/Bangalore dinner order,99449.15,food_delivery,dinner,False,False,True,False
TXN_AARAV_20250815_0263,2025-08-15,2025-08-15T08:57:04+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,70.00,CARD/DE/BMRCL METRO/Bangalore fare,99379.15,commute,metro,False,False,False,False
TXN_AARAV_20250815_0264,2025-08-15,2025-08-15T12:51:56+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,133.00,UPI/DE/BLUE TOKAI/Bangalore coffee,99246.15,coffee,morning_coffee,False,False,True,False
TXN_AARAV_20250815_0265,2025-08-15,2025-08-15T12:56:20+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,221.00,UPI/DE/ZOMATO/Bangalore lunch,99025.15,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250815_0266,2025-08-15,2025-08-15T17:40:08+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,FT,999.00,FT/DE/ACT FIBERNET/BROADBAND BILL/AUG25,98026.15,utility,broadband,False,True,False,True
TXN_AARAV_20250816_0267,2025-08-16,2025-08-16T10:39:32+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,3019.50,UPI/DE/DMART/Bangalore grocery,95006.65,groceries,weekly_grocery,False,False,False,True
TXN_AARAV_20250816_0268,2025-08-16,2025-08-16T17:18:00+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,3514.50,CARD/DE/UNIQLO/shopping,91492.15,fashion,impulse_shopping,False,False,True,False
TXN_AARAV_20250816_0269,2025-08-16,2025-08-16T18:19:17+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,202.00,UPI/DE/MEDPLUS/Bangalore pharmacy,91290.15,pharmacy,medicine,False,False,False,False
TXN_AARAV_20250816_0270,2025-08-16,2025-08-16T19:58:52+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,3219.00,CARD/DE/EMPIRE RESTAURANT/Bangalore dining,88071.15,eating_out,weekend_dining,False,False,True,False
TXN_AARAV_20250817_0271,2025-08-17,2025-08-17T12:16:56+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,602.00,UPI/DE/ZOMATO/Bangalore lunch order,87469.15,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250817_0272,2025-08-17,2025-08-17T20:12:27+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,1063.00,UPI/DE/BLINKIT/Bangalore grocery,86406.15,groceries,grocery_topup,False,False,False,True
TXN_AARAV_20250817_0273,2025-08-17,2025-08-17T20:59:50+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,1409.00,CARD/DE/EMPIRE RESTAURANT/Bangalore dining,84997.15,eating_out,weekend_dining,False,False,True,False
TXN_AARAV_20250818_0274,2025-08-18,2025-08-18T08:06:12+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,77.00,CARD/DE/BMRCL METRO/Bangalore fare,84920.15,commute,metro,False,False,False,False
TXN_AARAV_20250818_0275,2025-08-18,2025-08-18T13:03:20+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,394.00,UPI/DE/ZOMATO/Bangalore lunch,84526.15,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250818_0276,2025-08-18,2025-08-18T15:27:06+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,599.00,UPI/DE/JIO/MOBILE BILL/AUG25,83927.15,utility,mobile,False,True,False,True
TXN_AARAV_20250818_0277,2025-08-18,2025-08-18T20:55:04+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,591.00,UPI/DE/SWIGGY/Bangalore dinner order,83336.15,food_delivery,dinner,False,False,True,False
TXN_AARAV_20250819_0278,2025-08-19,2025-08-19T09:21:32+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,245.00,UPI/DE/OLA/Bangalore trip,83091.15,commute,cab_to_work,False,False,True,False
TXN_AARAV_20250819_0279,2025-08-19,2025-08-19T11:14:33+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,182.00,UPI/DE/STARBUCKS/Bangalore coffee,82909.15,coffee,morning_coffee,False,False,True,False
TXN_AARAV_20250819_0280,2025-08-19,2025-08-19T12:47:20+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,382.00,UPI/DE/ZOMATO/Bangalore lunch,82527.15,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250819_0281,2025-08-19,2025-08-19T17:25:48+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,591.00,UPI/DE/APOLLO PHARMACY/Bangalore pharmacy,81936.15,pharmacy,medicine,False,False,False,False
TXN_AARAV_20250819_0282,2025-08-19,2025-08-19T20:34:26+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,185.00,UPI/DE/OLA/Bangalore trip,81751.15,commute,cab_from_work,False,False,True,False
TXN_AARAV_20250819_0283,2025-08-19,2025-08-19T21:11:17+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,538.00,UPI/DE/SWIGGY/Bangalore dinner order,81213.15,food_delivery,dinner,False,False,True,False
TXN_AARAV_20250820_0284,2025-08-20,2025-08-20T05:58:36+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,179.00,CARD/DE/RECURRING/AMAZON PRIME/SUBSCRIPTION,81034.15,subscription,amazon_prime,False,True,False,True
TXN_AARAV_20250820_0285,2025-08-20,2025-08-20T09:50:09+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,57.00,CARD/DE/BMRCL METRO/Bangalore fare,80977.15,commute,metro,False,False,False,False
TXN_AARAV_20250820_0286,2025-08-20,2025-08-20T12:00:38+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,243.00,UPI/DE/SWIGGY/Bangalore lunch,80734.15,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250820_0287,2025-08-20,2025-08-20T12:08:17+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,153.00,UPI/DE/THIRD WAVE COFFEE/Bangalore coffee,80581.15,coffee,morning_coffee,False,False,True,False
TXN_AARAV_20250821_0288,2025-08-21,2025-08-21T08:48:08+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,78.00,CARD/DE/BMRCL METRO/Bangalore fare,80503.15,commute,metro,False,False,False,False
TXN_AARAV_20250821_0289,2025-08-21,2025-08-21T13:12:05+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,202.00,UPI/DE/ZOMATO/Bangalore lunch,80301.15,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250821_0290,2025-08-21,2025-08-21T20:38:27+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,416.00,UPI/DE/SWIGGY/Bangalore dinner order,79885.15,food_delivery,dinner,False,False,True,False
TXN_AARAV_20250822_0291,2025-08-22,2025-08-22T08:49:11+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,164.00,UPI/DE/RAPIDO/Bangalore trip,79721.15,commute,cab_to_work,False,False,True,False
TXN_AARAV_20250822_0292,2025-08-22,2025-08-22T12:24:59+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,225.00,UPI/DE/STARBUCKS/Bangalore coffee,79496.15,coffee,morning_coffee,False,False,True,False
TXN_AARAV_20250822_0293,2025-08-22,2025-08-22T13:30:17+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,290.00,UPI/DE/OFFICE CANTEEN/Bangalore lunch,79206.15,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250822_0294,2025-08-22,2025-08-22T21:32:27+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,491.00,UPI/DE/SWIGGY/Bangalore dinner order,78715.15,food_delivery,dinner,False,False,True,False
TXN_AARAV_20250822_0295,2025-08-22,2025-08-22T21:45:34+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,272.00,UPI/DE/RAPIDO/Bangalore trip,78443.15,commute,cab_from_work,False,False,True,False
TXN_AARAV_20250822_0296,2025-08-22,2025-08-22T22:03:25+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,463.00,UPI/DE/SWIGGY/late night food,77980.15,food_delivery,late_night_food,False,False,True,False
TXN_AARAV_20250822_0297,2025-08-22,2025-08-22T22:44:03+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,1975.20,CARD/DE/BIERE CLUB/Bangalore dining,76004.95,eating_out,friday_social,False,False,True,False
TXN_AARAV_20250823_0298,2025-08-23,2025-08-23T13:29:05+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,2409.40,UPI/DE/MORE SUPERMARKET/Bangalore grocery,73595.55,groceries,weekly_grocery,False,False,False,True
TXN_AARAV_20250823_0299,2025-08-23,2025-08-23T15:37:15+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,355.00,UPI/DE/THIRD WAVE COFFEE/Indiranagar coffee,73240.55,coffee,weekend_coffee,False,False,True,False
TXN_AARAV_20250823_0300,2025-08-23,2025-08-23T17:40:57+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,1014.30,CARD/DE/FLIPKART/shopping,72226.25,fashion,impulse_shopping,False,False,True,False
TXN_AARAV_20250824_0301,2025-08-24,2025-08-24T17:30:07+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,326.90,UPI/DE/DMART/Bangalore grocery,71899.35,groceries,grocery_topup,False,False,False,True
TXN_AARAV_20250825_0302,2025-08-25,2025-08-25T08:41:45+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,30.00,CARD/DE/BMRCL METRO/Bangalore fare,71869.35,commute,metro,False,False,False,False
TXN_AARAV_20250825_0303,2025-08-25,2025-08-25T14:58:39+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,308.00,UPI/DE/SWIGGY/Bangalore lunch,71561.35,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250825_0304,2025-08-25,2025-08-25T20:25:32+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,330.00,UPI/DE/ZOMATO/Bangalore dinner order,71231.35,food_delivery,dinner,False,False,True,False
TXN_AARAV_20250826_0305,2025-08-26,2025-08-26T08:55:25+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,45.00,CARD/DE/BMRCL METRO/Bangalore fare,71186.35,commute,metro,False,False,False,False
TXN_AARAV_20250826_0306,2025-08-26,2025-08-26T12:13:50+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,263.00,UPI/DE/STARBUCKS/Bangalore coffee,70923.35,coffee,morning_coffee,False,False,True,False
TXN_AARAV_20250826_0307,2025-08-26,2025-08-26T13:30:00+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,324.00,UPI/DE/SWIGGY/Bangalore lunch,70599.35,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250826_0308,2025-08-26,2025-08-26T22:10:04+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,615.00,UPI/DE/ZOMATO/Bangalore dinner order,69984.35,food_delivery,dinner,False,False,True,False
TXN_AARAV_20250827_0309,2025-08-27,2025-08-27T08:57:11+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,67.00,CARD/DE/BMRCL METRO/Bangalore fare,69917.35,commute,metro,False,False,False,False
TXN_AARAV_20250827_0310,2025-08-27,2025-08-27T12:37:48+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,412.00,UPI/DE/SWIGGY/Bangalore lunch,69505.35,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250827_0311,2025-08-27,2025-08-27T23:21:35+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,321.00,UPI/DE/SWIGGY/late night food,69184.35,food_delivery,late_night_food,False,False,True,False
TXN_AARAV_20250828_0312,2025-08-28,2025-08-28T09:19:59+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,197.00,UPI/DE/UBER/Bangalore trip,68987.35,commute,cab_to_work,False,False,True,False
TXN_AARAV_20250828_0313,2025-08-28,2025-08-28T10:20:26+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,135.00,UPI/DE/CAFE COFFEE DAY/Bangalore coffee,68852.35,coffee,morning_coffee,False,False,True,False
TXN_AARAV_20250828_0314,2025-08-28,2025-08-28T10:56:51+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,ATM,10000.00,ATM/DE/HDFC ATM BANGALORE/CASH WITHDRAWAL,58852.35,cash_withdrawal,atm,False,False,False,False
TXN_AARAV_20250828_0315,2025-08-28,2025-08-28T11:02:54+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,CREDIT,FT,165000.00,FT/CR/ACME TECH SALARY/AUG25,223852.35,salary,monthly_salary,True,False,False,True
TXN_AARAV_20250828_0316,2025-08-28,2025-08-28T13:21:57+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,237.00,UPI/DE/ZOMATO/Bangalore lunch,223615.35,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250828_0317,2025-08-28,2025-08-28T18:30:48+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,183.00,UPI/DE/UBER/Bangalore trip,223432.35,commute,cab_from_work,False,False,True,False
TXN_AARAV_20250828_0318,2025-08-28,2025-08-28T19:57:04+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,294.00,UPI/DE/ZOMATO/Bangalore dinner order,223138.35,food_delivery,dinner,False,False,True,False
TXN_AARAV_20250829_0319,2025-08-29,2025-08-29T09:10:34+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,75.00,CARD/DE/BMRCL METRO/Bangalore fare,223063.35,commute,metro,False,False,False,False
TXN_AARAV_20250829_0320,2025-08-29,2025-08-29T10:22:47+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,191.00,UPI/DE/CAFE COFFEE DAY/Bangalore coffee,222872.35,coffee,morning_coffee,False,False,True,False
TXN_AARAV_20250829_0321,2025-08-29,2025-08-29T13:18:07+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,341.00,UPI/DE/OFFICE CANTEEN/Bangalore lunch,222531.35,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250829_0322,2025-08-29,2025-08-29T20:44:52+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,FT,10000.00,FT/DE/INTERNAL/GOAL SAVINGS/EMERGENCY FUND,212531.35,goal_allocation,emergency_fund,False,False,False,True
TXN_AARAV_20250829_0323,2025-08-29,2025-08-29T21:15:11+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,FT,8000.00,FT/DE/INTERNAL/GOAL SAVINGS/BALI VACATION,204531.35,goal_allocation,vacation_bali,False,False,False,True
TXN_AARAV_20250829_0324,2025-08-29,2025-08-29T21:48:15+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,2286.70,CARD/DE/BYG BREWSKI/Bangalore dining,202244.65,eating_out,friday_social,False,False,True,False
TXN_AARAV_20250829_0325,2025-08-29,2025-08-29T21:58:56+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,411.00,UPI/DE/ZOMATO/Bangalore dinner order,201833.65,food_delivery,dinner,False,False,True,False
TXN_AARAV_20250830_0326,2025-08-30,2025-08-30T12:02:19+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,4401.80,UPI/DE/DMART/Bangalore grocery,197431.85,groceries,weekly_grocery,False,False,False,True
TXN_AARAV_20250830_0327,2025-08-30,2025-08-30T14:09:02+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,4095.00,CARD/DE/MYNTRA/shopping,193336.85,fashion,impulse_shopping,False,False,True,False
TXN_AARAV_20250830_0328,2025-08-30,2025-08-30T21:14:30+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,1622.40,CARD/DE/TOIT/Bangalore dining,191714.45,eating_out,weekend_dining,False,False,True,False
TXN_AARAV_20250830_0329,2025-08-30,2025-08-30T22:11:56+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,FT,6000.00,FT/DE/INTERNAL/GOAL SAVINGS/NEW LAPTOP,185714.45,goal_allocation,laptop,False,False,False,True
TXN_AARAV_20250831_0330,2025-08-31,2025-08-31T18:51:22+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,797.00,UPI/DE/MEDPLUS/Bangalore pharmacy,184917.45,pharmacy,medicine,False,False,False,False
TXN_AARAV_20250831_0331,2025-08-31,2025-08-31T20:34:50+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,1601.60,CARD/DE/EMPIRE RESTAURANT/Bangalore dining,183315.85,eating_out,weekend_dining,False,False,True,False
TXN_AARAV_20250901_0332,2025-09-01,2025-09-01T09:39:21+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,49.00,CARD/DE/BMRCL METRO/Bangalore fare,183266.85,commute,metro,False,False,False,False
TXN_AARAV_20250901_0333,2025-09-01,2025-09-01T12:56:56+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,134.00,UPI/DE/CAFE COFFEE DAY/Bangalore coffee,183132.85,coffee,morning_coffee,False,False,True,False
TXN_AARAV_20250901_0334,2025-09-01,2025-09-01T14:51:25+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,300.00,UPI/DE/OFFICE CANTEEN/Bangalore lunch,182832.85,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250902_0335,2025-09-02,2025-09-02T08:38:10+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,CARD,68.00,CARD/DE/BMRCL METRO/Bangalore fare,182764.85,commute,metro,False,False,False,False
TXN_AARAV_20250902_0336,2025-09-02,2025-09-02T12:37:42+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,213.00,UPI/DE/OFFICE CANTEEN/Bangalore lunch,182551.85,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250903_0337,2025-09-03,2025-09-03T09:17:09+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,350.00,UPI/DE/OLA/Bangalore trip,182201.85,commute,cab_to_work,False,False,True,False
TXN_AARAV_20250903_0338,2025-09-03,2025-09-03T11:15:47+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,189.00,UPI/DE/CAFE COFFEE DAY/Bangalore coffee,182012.85,coffee,morning_coffee,False,False,True,False
TXN_AARAV_20250903_0339,2025-09-03,2025-09-03T13:42:45+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,419.00,UPI/DE/OFFICE CANTEEN/Bangalore lunch,181593.85,food_delivery,lunch,False,False,True,False
TXN_AARAV_20250903_0340,2025-09-03,2025-09-03T19:25:10+05:30,e69326fa-f75f-53d1-915f-cd743d715fa5,deposit,DEBIT,UPI,293.00,UPI/DE/SWIGGY/Bangalore dinner order,181300.85,food_delivery,dinner,False,False,True,False
